標的名稱,時間,市佔率,成長率,金額,象限(BCG矩陣)
台積電,2019-02,13,8.9,9419869.998,IV(金牛)
台燿,2019-02,3.6,9.8,2633703.00,IV(金牛)
台灣大,2019-02,0.2,-23.51,159720.00,III(瘦狗)
台灣高鐵,2019-02,0.2,-6.7,138765.00,III(瘦狗)
巨大,2019-02,0.2,116.78,135430.50,II(問號)
永冠-KY,2019-02,0,0,18924.00,III(瘦狗)
玉山金,2019-02,0.2,43.5,164317.191,II(問號)
玉晶光,2019-02,0.7,226.89,519360.00,I(明星)
立端,2019-02,0.7,29.99,480432.981,IV(金牛)
立積,2019-02,0,-64.09,11176.00,III(瘦狗)
光隆,2019-02,0,2,24786.00,III(瘦狗)
光寶科,2019-02,0.1,-82.67,73552.05,III(瘦狗)
兆利,2019-02,0,0.82,11733.50,III(瘦狗)
兆豐金,2019-02,0.8,28.22,610626.938,IV(金牛)
全家,2019-02,0.1,-5.6,38911.00,III(瘦狗)
全新,2019-02,0.1,6.72,101102.40,III(瘦狗)
同欣電,2019-02,0.4,-66.8,269664.00,III(瘦狗)
合晶,2019-02,0.7,0,494083.341,IV(金牛)
旭隼,2019-02,0,8.72,7449.00,III(瘦狗)
旭軟,2019-02,0,7.8,32398.80,III(瘦狗)
旭富,2019-02,0.1,4.73,50607.50,III(瘦狗)
百和,2019-02,0,-73.53,11646.00,III(瘦狗)
佐登-KY,2019-02,0.1,-18.83,56286.00,III(瘦狗)
宏捷科,2019-02,0.1,9.07,93987.60,III(瘦狗)
宏觀,2019-02,0.4,5.16,310706.00,III(瘦狗)
技嘉,2019-02,0,0,31135.00,III(瘦狗)
邦特生技,2019-02,0.4,47.1,274443.00,II(問號)
亞泥,2019-02,0,-39.51,34920.00,III(瘦狗)
亞德客-KY,2019-02,0,8.8,12256.00,III(瘦狗)
京元電子,2019-02,0.3,12.07,216998.50,III(瘦狗)
京鼎,2019-02,0.4,2.53,282858.50,III(瘦狗)
佳世達,2019-02,0,1.79,27860.00,III(瘦狗)
佳凌,2019-02,0,13.45,4174.50,III(瘦狗)
和大,2019-02,0,-29.22,26160.00,III(瘦狗)
奇鋐,2019-02,0,0,32909.70,III(瘦狗)
易華電,2019-02,0.4,188.84,259128.00,II(問號)
昇陽半導體,2019-02,0,0,7050.00,III(瘦狗)
昇達科,2019-02,0,58.88,31959.40,II(問號)
朋程,2019-02,0.1,0,44928.00,III(瘦狗)
杰力,2019-02,0.1,54.53,73993.50,II(問號)
欣銓,2019-02,0.3,-43.05,185100.00,III(瘦狗)
欣興,2019-02,0.9,39.1,692971.40,I(明星)
牧德,2019-02,1.4,100.28,1025700.00,I(明星)
矽力-KY,2019-02,0.5,23.12,372842.00,IV(金牛)
矽格,2019-02,0,6.19,9810.00,III(瘦狗)
矽創,2019-02,0.7,25.68,548730.00,IV(金牛)
長虹,2019-02,0.1,-42.45,40843.00,III(瘦狗)
長榮航,2019-02,0.6,19.94,455067.838,IV(金牛)
信邦,2019-02,0,-15.92,21106.80,III(瘦狗)
信昌電,2019-02,0.3,0,242263.396,III(瘦狗)
信驊,2019-02,0.7,-30.63,485931.798,IV(金牛)
南亞,2019-02,0.1,-16.67,61638.426,III(瘦狗)
南亞科,2019-02,0.1,0,72836.20,III(瘦狗)
南茂,2019-02,0,3.65,26027.274,III(瘦狗)
南電,2019-02,0.4,27.24,307209.50,III(瘦狗)
南僑,2019-02,0,-2.68,18496.00,III(瘦狗)
南寶,2019-02,0,13.89,10918.50,III(瘦狗)
宣得,2019-02,0,-44.93,23218.00,III(瘦狗)
柏文,2019-02,0.3,-9.23,199467.29,III(瘦狗)
為升,2019-02,0.2,197.67,129499.968,II(問號)
研華,2019-02,0,-66.64,14100.00,III(瘦狗)
美利達,2019-02,0.6,19.73,421820.00,IV(金牛)
美律,2019-02,1.3,61.28,919433.765,I(明星)
美時製藥,2019-02,1.1,57.55,788746.00,I(明星)
胡連,2019-02,0.1,470.32,45888.00,II(問號)
致伸,2019-02,0.1,-14.54,104876.40,III(瘦狗)
致茂,2019-02,0.2,0,145024.00,III(瘦狗)
茂達,2019-02,0.1,0.31,99951.166,III(瘦狗)
振曜,2019-02,0,7.33,15800.00,III(瘦狗)
泰博,2019-02,0.2,-41.89,160022.00,III(瘦狗)
泰詠,2019-02,0,0,20956.00,III(瘦狗)
泰碩,2019-02,0,-62.61,9585.00,III(瘦狗)
神盾,2019-02,0.3,-37.9,181689.00,III(瘦狗)
耕興,2019-02,0.1,1.81,92705.592,III(瘦狗)
晟德,2019-02,0,4.59,10505.60,III(瘦狗)
"健策  ",2019-02,1.3,13.47,917336.20,IV(金牛)
健鼎,2019-02,0.1,159.65,74308.40,II(問號)
國巨,2019-02,0.5,1135.6,347933.102,I(明星)
國泰金,2019-02,0.2,3.89,117932.752,III(瘦狗)
國喬,2019-02,0.1,-47.5,53006.20,III(瘦狗)
國際中橡,2019-02,0.2,33.46,115866.75,II(問號)
崇友,2019-02,0.2,-0.66,129782.25,III(瘦狗)
崑鼎投控,2019-02,0,2.25,11797.50,III(瘦狗)
啟碁,2019-02,0.1,-12.14,68272.51,III(瘦狗)
祥碩,2019-02,1.7,-35.66,1252284.344,IV(金牛)
第一金,2019-02,0.3,-11.51,237546.837,III(瘦狗)
統一,2019-02,0.3,25.17,206736.15,III(瘦狗)
統一超,2019-02,0.1,-59.9,65292.50,III(瘦狗)
創意,2019-02,0.5,-12.61,337554.00,III(瘦狗)
勝麗國際,2019-02,0.1,11.59,78625.00,III(瘦狗)
富邦中國ETF傘型基金之富邦上証180單日正向兩倍基金,2019-02,0,0,26943.84,III(瘦狗)
富邦金,2019-02,0.1,36.36,95956.907,II(問號)
晶宏,2019-02,0.1,2.97,46863.00,III(瘦狗)
晶焱,2019-02,0,3.95,26019.00,III(瘦狗)
智伸科,2019-02,0.1,-55.62,44585.00,III(瘦狗)
智邦,2019-02,3.5,-14.59,2535211.00,IV(金牛)
智易,2019-02,0.2,-50.5,123519.90,III(瘦狗)
智原,2019-02,0.7,2.93,538212.35,IV(金牛)
森鉅,2019-02,0,0,14680.00,III(瘦狗)
華固,2019-02,0.1,-35.39,106140.00,III(瘦狗)
華夏,2019-02,0,-46.45,21830.00,III(瘦狗)
華新,2019-02,0.1,0,70785.00,III(瘦狗)
華新科,2019-02,0.1,336.09,37286.00,II(問號)
貿聯-KY,2019-02,0.4,-27.82,326758.00,III(瘦狗)
超眾,2019-02,0,-88.31,13377.00,III(瘦狗)
雲品,2019-02,0,0,19841.80,III(瘦狗)
順德,2019-02,0.7,24.08,498739.20,IV(金牛)
鈊象電子,2019-02,0.3,1193.93,239120.00,II(問號)
微星,2019-02,0.2,394.24,120491.40,II(問號)
新日興,2019-02,0.2,83.99,119079.00,II(問號)
新唐,2019-02,0.2,28.65,139019.60,III(瘦狗)
新普,2019-02,1.6,4.08,1140133.00,IV(金牛)
瑞昱,2019-02,0.9,1.55,623000.00,IV(金牛)
瑞祺電通,2019-02,0,8.93,10800.00,III(瘦狗)
瑞儀,2019-02,0.1,-83.66,41311.60,III(瘦狗)
義隆,2019-02,0.2,-3.4,118767.90,III(瘦狗)
群光,2019-02,0,1.33,26547.20,III(瘦狗)
群電,2019-02,0,5.03,34496.00,III(瘦狗)
群聯,2019-02,0.4,0,315560.00,III(瘦狗)
葡萄王,2019-02,0.1,-79.44,37647.50,III(瘦狗)
達興材料,2019-02,0.1,76.94,36925.20,II(問號)
達邁,2019-02,0,0,18793.80,III(瘦狗)
鼎翰,2019-02,0,10.01,35964.00,III(瘦狗)
鈺齊-KY,2019-02,0.2,3.55,126096.225,III(瘦狗)
頎邦,2019-02,1.4,-3.85,993735.00,IV(金牛)
嘉澤,2019-02,3.3,30.1,2382514.397,IV(金牛)
榮成,2019-02,0,0,6980.00,III(瘦狗)
漢平,2019-02,0,333.85,11071.60,II(問號)
漢翔,2019-02,0.1,-14.81,79873.25,III(瘦狗)
碩天,2019-02,0,3.92,23780.00,III(瘦狗)
福懋,2019-02,0,0,9029.70,III(瘦狗)
精華,2019-02,0,-75.79,23698.00,III(瘦狗)
網龍,2019-02,0,0,10773.00,III(瘦狗)
聚陽,2019-02,1.8,-41.07,1299937.50,IV(金牛)
遠東新,2019-02,0.1,-4.61,102693.50,III(瘦狗)
遠傳,2019-02,0,0.69,6489.00,III(瘦狗)
億豐,2019-02,0.9,-7.38,636917.50,IV(金牛)
劍麟,2019-02,0,0,14567.80,III(瘦狗)
廣隆,2019-02,0,0.95,14423.50,III(瘦狗)
廣達,2019-02,1.3,9.39,939738.80,IV(金牛)
緯軟,2019-02,0.8,67.08,593904.39,I(明星)
儒鴻,2019-02,0.8,-41.32,607633.156,IV(金牛)
樺漢,2019-02,0.1,292.07,51275.00,II(問號)
璟德,2019-02,0,78.6,34650.00,II(問號)
臻鼎-KY,2019-02,0.1,-39.8,73755.00,III(瘦狗)
興能高,2019-02,0.1,881.25,94582.90,II(問號)
興富發,2019-02,0.1,-0.41,44168.75,III(瘦狗)
錸德,2019-02,0.2,2.77,172053.141,III(瘦狗)
濱川,2019-02,0,-50.01,30158.558,III(瘦狗)
環球晶圓,2019-02,0.4,398.23,332320.00,II(問號)
聯合,2019-02,0,0.23,20794.795,III(瘦狗)
聯亞,2019-02,0.1,733.53,43594.00,II(問號)
聯茂,2019-02,0.7,113.97,506034.70,I(明星)
聯發科,2019-02,1.6,106.63,1158914.68,I(明星)
聯詠,2019-02,2.6,27.79,1879803.00,IV(金牛)
聯鈞,2019-02,0,10.79,8602.20,III(瘦狗)
鴻海,2019-02,0.4,21.34,283602.555,III(瘦狗)
豐泰,2019-02,0.3,-37.94,220396.50,III(瘦狗)
豐祥-KY,2019-02,0.1,40.46,106428.00,II(問號)
豐達科,2019-02,0,10.93,8620.50,III(瘦狗)
雙鴻,2019-02,1.4,-11.6,1010400.00,IV(金牛)
穩懋,2019-02,0.2,1.73,139475.00,III(瘦狗)
藥華藥,2019-02,0.1,-58.17,42670.00,III(瘦狗)
譜瑞-KY,2019-02,3.8,62.34,2723365.00,I(明星)
麗豐-KY,2019-02,0.1,-56.72,48650.00,III(瘦狗)
寶雅,2019-02,0,1.28,7875.00,III(瘦狗)
寶齡富錦,2019-02,0,-78.18,10450.00,III(瘦狗)
F-IET,2019-01,0,-19.34,4428.30,III(瘦狗)
F-金可,2019-01,0,52.04,16401.00,II(問號)
F-泰鼎,2019-01,0.1,256,67035.80,II(問號)
GIS-KY,2019-01,0,-63.87,7315.00,III(瘦狗)
VHQ-KY,2019-01,0.7,49.5,517237.50,I(明星)
力山,2019-01,0.6,98.05,419304.60,I(明星)
力成,2019-01,0,6.95,8201.20,III(瘦狗)
力旺,2019-01,2.4,13.89,1635310.00,IV(金牛)
上海商銀,2019-01,1.5,-9.22,1025811.30,IV(金牛)
上銀,2019-01,0.2,478.18,153373.792,II(問號)
大立光,2019-01,5.7,29.53,3913056.00,IV(金牛)
大成鋼,2019-01,0.4,-16.82,251275.874,III(瘦狗)
大江,2019-01,1.4,-59.09,963805.04,IV(金牛)
大車隊,2019-01,0,3.07,21273.84,III(瘦狗)
川湖,2019-01,0.1,27.76,102214.00,III(瘦狗)
中信金,2019-01,0.7,-27.59,496432.906,IV(金牛)
中租-KY,2019-01,0.2,-10.55,137489.36,III(瘦狗)
中航,2019-01,0,-0.8,16686.00,III(瘦狗)
中華電,2019-01,1.4,-56.95,958955.40,IV(金牛)
中裕,2019-01,0.2,-39.15,108851.00,III(瘦狗)
中鼎,2019-01,0.1,127.34,38258.00,II(問號)
中碳,2019-01,0,-1.09,28997.00,III(瘦狗)
中鋼,2019-01,0.4,-1.19,283258.50,III(瘦狗)
元大台灣50單日反向1倍基金,2019-01,0.2,-61.19,141706.56,III(瘦狗)
元太,2019-01,0.8,-26.74,565582.80,IV(金牛)
友達,2019-01,0,13.57,32130.00,III(瘦狗)
太醫,2019-01,0,0,8694.00,III(瘦狗)
日友,2019-01,0.5,40.49,325133.50,III(瘦狗)
日月光投控,2019-01,0,2.91,20286.96,III(瘦狗)
世芯-KY,2019-01,0.1,0,59751.30,III(瘦狗)
世界,2019-01,0.9,5.65,623509.20,IV(金牛)
台中銀,2019-01,0,7.72,13230.893,III(瘦狗)
台化,2019-01,0.7,-28.97,465688.29,IV(金牛)
台半,2019-01,0.1,116.05,77504.00,II(問號)
台光電,2019-01,0.6,2042.26,422240.00,I(明星)
台泥,2019-01,1.5,35.25,1071901.823,IV(金牛)
台肥,2019-01,0,-93.99,16603.05,III(瘦狗)
台表科,2019-01,0.5,88.25,374210.00,I(明星)
台塑,2019-01,1.5,-32.32,1041899.094,IV(金牛)
台塑化,2019-01,0.4,-40.03,257271.15,III(瘦狗)
台達電,2019-01,3.2,109.85,2222963.261,I(明星)
台積電,2019-01,12.5,-8.75,8649272.58,IV(金牛)
台燿,2019-01,3.5,0.28,2398482.50,IV(金牛)
台灣大,2019-01,0.3,-56.88,208816.50,III(瘦狗)
台灣高鐵,2019-01,0.2,3.76,148741.25,III(瘦狗)
巨大,2019-01,0.1,5.18,62472.00,III(瘦狗)
玉山金,2019-01,0.2,-11.33,114503.615,III(瘦狗)
玉晶光,2019-01,0.2,0,158878.00,III(瘦狗)
立端,2019-01,0.5,206.75,369570.18,I(明星)
立積,2019-01,0,0,31129.80,III(瘦狗)
光隆,2019-01,0,-39.73,24300.00,III(瘦狗)
光寶科,2019-01,0.6,164.22,424490.25,I(明星)
兆利,2019-01,0,0,11637.50,III(瘦狗)
兆豐金,2019-01,0.7,-12.63,476228.524,IV(金牛)
全家,2019-01,0.1,3.48,41220.00,III(瘦狗)
全新,2019-01,0.1,3.55,94730.40,III(瘦狗)
同欣電,2019-01,1.2,32.37,812285.50,IV(金牛)
旭隼,2019-01,0,-1.86,6851.00,III(瘦狗)
旭軟,2019-01,0,-0.23,30054.15,III(瘦狗)
旭富,2019-01,0.1,173.39,48322.00,II(問號)
百和,2019-01,0.1,0,44005.50,III(瘦狗)
佐登-KY,2019-01,0.1,-20.66,69345.00,III(瘦狗)
宏全,2019-01,0,16.89,9940.00,III(瘦狗)
宏捷科,2019-01,0.1,-10.23,86172.00,III(瘦狗)
宏觀,2019-01,0.4,5.13,295442.50,III(瘦狗)
良維,2019-01,0.4,0,301119.60,III(瘦狗)
邦特生技,2019-01,0.3,7.52,186557.00,III(瘦狗)
亞泥,2019-01,0.1,-75.67,57736.80,III(瘦狗)
亞德客-KY,2019-01,0,0,11264.00,III(瘦狗)
京元電子,2019-01,0.3,139.51,193623.00,II(問號)
京鼎,2019-01,0.4,0,275862.00,III(瘦狗)
佳世達,2019-01,0,4.46,27370.00,III(瘦狗)
佳凌,2019-01,0,-69.2,3679.50,III(瘦狗)
和大,2019-01,0.1,-93.97,36960.00,III(瘦狗)
旺矽,2019-01,0,0,17600.00,III(瘦狗)
易華電,2019-01,0.1,-6.78,89713.00,III(瘦狗)
昇達科,2019-01,0,-24.83,20113.50,III(瘦狗)
杰力,2019-01,0.1,27.02,47881.50,III(瘦狗)
欣銓,2019-01,0.5,1.63,325048.50,III(瘦狗)
欣興,2019-01,0.7,-28.13,498150.00,IV(金牛)
牧德,2019-01,0.7,28.02,512120.00,IV(金牛)
矽力-KY,2019-01,0.4,-18.17,302818.00,III(瘦狗)
矽格,2019-01,0,4.44,9237.75,III(瘦狗)
矽創,2019-01,0.6,2.79,436590.00,IV(金牛)
金像電,2019-01,0,-45.49,14707.50,III(瘦狗)
長虹,2019-01,0.1,-1.13,70980.00,III(瘦狗)
長華,2019-01,0.2,-10.65,122878.00,III(瘦狗)
長園科,2019-01,0,89.82,21560.00,II(問號)
長榮航,2019-01,0.5,1049.44,379387.213,I(明星)
信邦,2019-01,0,-0.59,25104.50,III(瘦狗)
信驊,2019-01,1,-9.41,700495.156,IV(金牛)
冠德,2019-01,0,0.97,10325.00,III(瘦狗)
南亞,2019-01,0.1,-39.93,73975.902,III(瘦狗)
南茂,2019-01,0,-87.2,25110.462,III(瘦狗)
南電,2019-01,0.3,-7.26,241440.20,III(瘦狗)
南僑,2019-01,0,92.97,19006.00,II(問號)
南寶,2019-01,0,0,9586.50,III(瘦狗)
宣得,2019-01,0.1,0,42162.30,III(瘦狗)
柏文,2019-01,0.3,5.74,219756.953,III(瘦狗)
為升,2019-01,0.1,0,43504.004,III(瘦狗)
皇田,2019-01,0,10.22,8206.20,III(瘦狗)
研華,2019-01,0.1,8.55,42272.50,III(瘦狗)
美利達,2019-01,0.5,-1.13,352283.00,IV(金牛)
美律,2019-01,0.8,484.44,570065.028,I(明星)
美時製藥,2019-01,0.7,55.91,500608.80,I(明星)
胡連,2019-01,0,8.89,8046.00,III(瘦狗)
致伸,2019-01,0.2,653.18,122724.00,II(問號)
茂達,2019-01,0.1,5.46,99638.33,III(瘦狗)
英業達,2019-01,0.2,552.08,151407.30,II(問號)
振曜,2019-01,0,-0.27,14720.00,III(瘦狗)
泰昇-KY,2019-01,0,6.72,9652.50,III(瘦狗)
泰博,2019-01,0.4,-40.62,275392.50,III(瘦狗)
泰碩,2019-01,0,11.86,25641.00,III(瘦狗)
神盾,2019-01,0.4,-43.57,292600.00,III(瘦狗)
神基,2019-01,0,31.29,13195.00,III(瘦狗)
耕興,2019-01,0.1,8.91,91050.135,III(瘦狗)
高技,2019-01,0,4.83,24661.50,III(瘦狗)
晟德,2019-01,0,19.11,10044.00,III(瘦狗)
"健策  ",2019-01,1.2,15.05,808418.60,IV(金牛)
健鼎,2019-01,0,-44.74,28618.00,III(瘦狗)
國巨,2019-01,0,-7.65,28159.221,III(瘦狗)
國泰金,2019-01,0.2,-66.34,113507.019,III(瘦狗)
國喬,2019-01,0.1,0,100976.55,III(瘦狗)
國際中橡,2019-01,0.1,-46.99,86817.00,III(瘦狗)
崇友,2019-01,0.2,-0.35,130651.35,III(瘦狗)
崑鼎投控,2019-01,0,2.89,11537.50,III(瘦狗)
強信-KY,2019-01,0,0,2572.50,III(瘦狗)
強茂,2019-01,0,-88.13,21441.05,III(瘦狗)
啟碁,2019-01,0.1,-67.91,77707.768,III(瘦狗)
盛群,2019-01,0,0,24675.00,III(瘦狗)
祥碩,2019-01,2.8,45.31,1946492.392,I(明星)
第一金,2019-01,0.4,-34.79,268474.628,III(瘦狗)
統一,2019-01,0.2,-3,165154.30,III(瘦狗)
統一超,2019-01,0.2,200.96,162862.50,II(問號)
創意,2019-01,0.5,-30.44,386298.00,IV(金牛)
勝麗國際,2019-01,0.1,-57.02,70455.00,III(瘦狗)
富邦金,2019-01,0.1,-37.27,70369.487,III(瘦狗)
富邦媒,2019-01,0,20.47,18120.00,III(瘦狗)
晶宏,2019-01,0.1,-0.4,45510.00,III(瘦狗)
晶焱,2019-01,0,13.5,25027.80,III(瘦狗)
晶睿,2019-01,0,0,6060.00,III(瘦狗)
智伸科,2019-01,0.1,141.92,100470.00,II(問號)
智邦,2019-01,4.3,30.25,2968290.00,IV(金牛)
智易,2019-01,0.4,247.19,249574.50,II(問號)
智原,2019-01,0.7,14.73,522880.00,IV(金牛)
華固,2019-01,0.2,-5.94,164291.50,III(瘦狗)
華夏,2019-01,0.1,0,40772.50,III(瘦狗)
華新科,2019-01,0,-61.44,8550.00,III(瘦狗)
貿聯-KY,2019-01,0.6,-71.45,452745.237,IV(金牛)
超眾,2019-01,0.2,121.29,114520.00,II(問號)
順德,2019-01,0.6,21.48,401944.80,IV(金牛)
鈊象電子,2019-01,0,6.2,18480.00,III(瘦狗)
勤美,2019-01,0.1,-12.94,60720.00,III(瘦狗)
微星,2019-01,0,-58.06,24378.90,III(瘦狗)
新日興,2019-01,0.1,-51.38,64719.20,III(瘦狗)
新唐,2019-01,0.2,88.49,108058.40,II(問號)
新普,2019-01,1.6,39.38,1095348.00,IV(金牛)
瑞昱,2019-01,0.9,93.41,613452.00,I(明星)
瑞祺電通,2019-01,0,-7.16,9914.40,III(瘦狗)
瑞儀,2019-01,0.4,-8.18,252851.30,III(瘦狗)
義隆,2019-01,0.2,9.77,122959.95,III(瘦狗)
群光,2019-01,0,39.48,26195.84,III(瘦狗)
群創,2019-01,0,7.51,28215.00,III(瘦狗)
群電,2019-01,0,55.28,32841.60,II(問號)
葡萄王,2019-01,0.3,-27.74,183195.00,III(瘦狗)
達興材料,2019-01,0,-79.54,20868.00,III(瘦狗)
鼎翰,2019-01,0,245.7,32690.00,II(問號)
鈺齊-KY,2019-01,0.2,27.89,121762.312,III(瘦狗)
頎邦,2019-01,1.5,-40.73,1033560.00,IV(金牛)
嘉澤,2019-01,2.6,18.99,1831290.291,IV(金牛)
漢平,2019-01,0,0,2552.45,III(瘦狗)
漢翔,2019-01,0.1,47.69,93767.40,II(問號)
碩天,2019-01,0,2.06,22881.00,III(瘦狗)
精華,2019-01,0.1,208.48,97918.00,II(問號)
聚陽,2019-01,3.2,29.44,2206090.00,IV(金牛)
遠東新,2019-01,0.2,-6.51,107662.50,III(瘦狗)
遠傳,2019-01,0,-95.83,6444.00,III(瘦狗)
億豐,2019-01,1,8.12,687700.00,IV(金牛)
廣隆,2019-01,0,8.27,14287.00,III(瘦狗)
廣達,2019-01,1.2,989.65,859071.20,I(明星)
緯軟,2019-01,0.5,229.51,355453.30,I(明星)
緯創,2019-01,0.1,0,73850.00,III(瘦狗)
儒鴻,2019-01,1.5,-4.04,1035544.992,IV(金牛)
樺漢,2019-01,0,-53.39,13078.00,III(瘦狗)
璟德,2019-01,0,-33.45,19400.00,III(瘦狗)
臻鼎-KY,2019-01,0.2,-57.73,122529.00,III(瘦狗)
興能高,2019-01,0,-24.54,9639.00,III(瘦狗)
興富發,2019-01,0.1,19.47,44353.75,III(瘦狗)
錸德,2019-01,0.2,0,167403.056,III(瘦狗)
濱川,2019-01,0.1,0,60340.781,III(瘦狗)
環球晶圓,2019-01,0.1,-77.15,66700.00,III(瘦狗)
聯合,2019-01,0,-2.67,20747.318,III(瘦狗)
聯亞,2019-01,0,-29.41,5230.00,III(瘦狗)
聯茂,2019-01,0.3,408.04,236497.00,II(問號)
聯發科,2019-01,0.8,3.94,560839.383,IV(金牛)
聯詠,2019-01,2.1,142.59,1470980.00,I(明星)
聯鈞,2019-01,0,96.95,7764.40,II(問號)
鴻海,2019-01,0.3,-45.08,233711.17,III(瘦狗)
豐泰,2019-01,0.5,-15.81,355162.50,IV(金牛)
豐祥-KY,2019-01,0.1,31.1,75768.00,III(瘦狗)
豐達科,2019-01,0,0,7771.40,III(瘦狗)
雙鴻,2019-01,1.7,32.42,1143072.00,IV(金牛)
穩懋,2019-01,0.2,67.4,137091.50,II(問號)
藥華藥,2019-01,0.1,3.84,102025.00,III(瘦狗)
譜瑞-KY,2019-01,2.4,37.46,1677500.00,IV(金牛)
麗豐-KY,2019-01,0.2,41.56,112421.00,III(瘦狗)
寶成,2019-01,0.1,0,49348.80,III(瘦狗)
寶雅,2019-01,0,-1.74,7775.00,III(瘦狗)
寶齡富錦,2019-01,0.1,0,47895.00,III(瘦狗)
F-IET,2018-12,0,0,5490.00,III(瘦狗)
F-金可,2018-12,0,-45.4,10786.50,III(瘦狗)
F-泰鼎,2018-12,0,60.73,18829.75,II(問號)
GIS-KY,2018-12,0,0,20250.00,III(瘦狗)
VHQ-KY,2018-12,0.5,438.4,345960.00,I(明星)
力山,2018-12,0.3,61.42,211711.50,II(問號)
力成,2018-12,0,0,7667.60,III(瘦狗)
力旺,2018-12,2.1,101.89,1435760.00,I(明星)
卜蜂,2018-12,0,0,31494.40,III(瘦狗)
上海商銀,2018-12,1.7,28.7,1130062.20,I(明星)
上銀,2018-12,0,-8.1,26527.293,III(瘦狗)
大立光,2018-12,4.4,-2.2,3020814.00,IV(金牛)
大成鋼,2018-12,0.4,-5.94,302098.89,III(瘦狗)
大江,2018-12,3.5,12.52,2355970.917,IV(金牛)
大車隊,2018-12,0,-1.18,20638.80,III(瘦狗)
川湖,2018-12,0.1,396.77,80000.00,II(問號)
中信金,2018-12,1,1.97,685593.373,IV(金牛)
中保,2018-12,0,0,6630.00,III(瘦狗)
中租-KY,2018-12,0.2,0.83,153706.656,III(瘦狗)
中航,2018-12,0,-51.3,16821.00,III(瘦狗)
中華電,2018-12,3.3,-2.55,2227591.60,IV(金牛)
中裕,2018-12,0.3,177.11,178905.50,II(問號)
中鼎,2018-12,0,-2.41,16827.60,III(瘦狗)
中碳,2018-12,0,5.38,29318.00,III(瘦狗)
中磊,2018-12,0.1,348.68,44940.00,II(問號)
中鋼,2018-12,0.4,6.44,286683.50,III(瘦狗)
元大台灣50單日反向1倍基金,2018-12,0.5,13.79,365217.60,IV(金牛)
元太,2018-12,1.1,43.96,772051.05,I(明星)
友達,2018-12,0,-45.4,28290.00,III(瘦狗)
文曄,2018-12,0,-36.58,13968.00,III(瘦狗)
日友,2018-12,0.3,-10.84,231420.00,III(瘦狗)
日月光投控,2018-12,0,-6.56,19712.163,III(瘦狗)
世界,2018-12,0.9,-4.61,590121.00,IV(金牛)
可成,2018-12,0.5,-61.18,356175.00,IV(金牛)
台中銀,2018-12,0,0,12281.667,III(瘦狗)
台化,2018-12,1,-17.58,655689.30,IV(金牛)
台半,2018-12,0.1,-83.92,35872.20,III(瘦狗)
台光電,2018-12,0,-65.86,19710.00,III(瘦狗)
台泥,2018-12,1.2,18.31,792488.04,IV(金牛)
台肥,2018-12,0.4,24.54,276609.60,II(問號)
台表科,2018-12,0.3,8.5,198779.00,III(瘦狗)
台郡,2018-12,0.1,-61.57,58780.50,III(瘦狗)
台塑,2018-12,2.3,0.55,1539512.397,IV(金牛)
台塑化,2018-12,0.6,-5.34,429047.98,IV(金牛)
台達電,2018-12,1.6,-15.59,1059310.00,IV(金牛)
台積電,2018-12,14,-0.09,9479497.293,IV(金牛)
台燿,2018-12,3.5,-13.24,2391553.60,IV(金牛)
台灣大,2018-12,0.7,-58.72,484362.00,IV(金牛)
台灣高鐵,2018-12,0.2,-33.33,143340.60,III(瘦狗)
巨大,2018-12,0.1,0,59389.50,III(瘦狗)
玉山金,2018-12,0.2,2.37,129145.857,III(瘦狗)
瓦城,2018-12,0,-2.98,8015.00,III(瘦狗)
由田,2018-12,0,0,17564.40,III(瘦狗)
立端,2018-12,0.2,6.93,120475.549,III(瘦狗)
光隆,2018-12,0.1,72.44,40320.00,II(問號)
光寶科,2018-12,0.2,-12.28,160654.20,III(瘦狗)
兆豐金,2018-12,0.8,-9.88,545114.212,IV(金牛)
先豐,2018-12,0.1,0,57060.00,III(瘦狗)
全家,2018-12,0.1,1.18,39831.00,III(瘦狗)
全新,2018-12,0.1,6.15,91473.60,III(瘦狗)
同欣電,2018-12,0.9,-27.43,613610.00,IV(金牛)
宇峻奧汀,2018-12,0,0,6277.83,III(瘦狗)
宇隆,2018-12,0,0,5025.60,III(瘦狗)
旭隼,2018-12,0,0,6981.00,III(瘦狗)
旭軟,2018-12,0,0,30125.20,III(瘦狗)
旭富,2018-12,0,0,17675.00,III(瘦狗)
佐登-KY,2018-12,0.1,33.85,87405.50,II(問號)
宏全,2018-12,0,3.83,8502.50,III(瘦狗)
宏捷科,2018-12,0.1,45.77,95991.60,II(問號)
宏觀,2018-12,0.4,-3.75,281013.00,III(瘦狗)
邦特生技,2018-12,0.3,166.47,173507.20,II(問號)
亞泥,2018-12,0.3,-30.6,237310.50,III(瘦狗)
京元電子,2018-12,0.1,-23.96,80840.25,III(瘦狗)
佳世達,2018-12,0,3.68,26201.00,III(瘦狗)
佳凌,2018-12,0,0,11949.60,III(瘦狗)
和大,2018-12,0.9,30.6,613198.954,I(明星)
奇力新,2018-12,0,-7.97,16799.00,III(瘦狗)
拓凱,2018-12,0,0,14522.00,III(瘦狗)
易華電,2018-12,0.1,56.33,96247.00,II(問號)
昂寶-KY,2018-12,0,0,23270.00,III(瘦狗)
昇達科,2018-12,0,55.97,26761.20,II(問號)
